epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
474,74072.3,0.50315,0.16109,0.01077,0.26761,0.84948,0.87884,0.86733,0.89167,0.60877,0.30769,0.24496,0.26827,0.26656,1.25295,0.29642,0.18361,0.59954,1.20841,0.000105788,0.000105788,0.000105788
475,74231.2,0.50673,0.17156,0.01147,0.26907,0.84782,0.87608,0.86903,0.89163,0.60816,0.30652,0.24563,0.26818,0.26655,1.25285,0.29645,0.18422,0.59916,1.20802,0.000102487,0.000102487,0.000102487
476,74389.4,0.50584,0.14722,0.01531,0.26706,0.84883,0.87136,0.87324,0.89181,0.60818,0.30767,0.24593,0.26843,0.26666,1.25204,0.29774,0.18458,0.59978,1.20721,9.91865e-05,9.91865e-05,9.91865e-05
477,74549.2,0.48859,0.16007,0.00939,0.26289,0.8417,0.87139,0.87144,0.89114,0.60811,0.30805,0.24593,0.26783,0.26625,1.25234,0.2958,0.18399,0.60137,1.20791,9.58858e-05,9.58858e-05,9.58858e-05
478,74706.4,0.5012,0.14575,0.01086,0.26675,0.85028,0.87305,0.86956,0.89093,0.60818,0.30876,0.24623,0.26839,0.26666,1.25319,0.29467,0.18467,0.60157,1.20899,9.25852e-05,9.25852e-05,9.25852e-05
479,74863.2,0.49597,0.14859,0.00759,0.26462,0.84631,0.87673,0.86599,0.89095,0.60808,0.31003,0.24623,0.26863,0.26698,1.25333,0.29453,0.1852,0.60226,1.20873,8.92845e-05,8.92845e-05,8.92845e-05
480,75020.6,0.48448,0.12854,0.00836,0.25911,0.84113,0.87618,0.86603,0.89081,0.60795,0.3103,0.24593,0.2686,0.26691,1.25273,0.29324,0.18664,0.60312,1.20884,8.59839e-05,8.59839e-05,8.59839e-05
481,75178.8,0.49048,0.16802,0.01217,0.26369,0.84555,0.87798,0.86453,0.89066,0.60772,0.31022,0.24653,0.26867,0.26698,1.25283,0.29094,0.18814,0.60381,1.20889,8.26832e-05,8.26832e-05,8.26832e-05
482,75336.5,0.4961,0.13821,0.00901,0.26319,0.84825,0.87904,0.86212,0.89029,0.60732,0.31074,0.24653,0.26882,0.26696,1.25344,0.29158,0.18894,0.60435,1.20904,7.93825e-05,7.93825e-05,7.93825e-05
483,75494,0.48386,0.14582,0.00725,0.26156,0.8398,0.88334,0.85977,0.89069,0.60711,0.30845,0.24623,0.26825,0.26649,1.25354,0.29015,0.18856,0.60452,1.20927,7.60819e-05,7.60819e-05,7.60819e-05
484,75651.7,0.4964,0.18678,0.00969,0.26366,0.84703,0.8817,0.86312,0.89089,0.6071,0.30963,0.24608,0.26838,0.26656,1.25381,0.29044,0.18877,0.60405,1.20939,7.27812e-05,7.27812e-05,7.27812e-05
485,75809,0.49074,0.14991,0.00749,0.26405,0.84635,0.8855,0.85761,0.89083,0.60728,0.30906,0.24539,0.26827,0.26646,1.25402,0.28969,0.18969,0.60365,1.20964,6.94806e-05,6.94806e-05,6.94806e-05
486,75967.4,0.48849,0.14437,0.00809,0.2639,0.84346,0.88138,0.86207,0.89005,0.60707,0.31005,0.24503,0.2684,0.26653,1.25375,0.29028,0.19082,0.60326,1.20928,6.61799e-05,6.61799e-05,6.61799e-05
487,76125,0.47995,0.137,0.00862,0.25882,0.84092,0.89414,0.84991,0.89069,0.60754,0.30946,0.24473,0.26849,0.26674,1.25386,0.29154,0.19148,0.60313,1.20957,6.28792e-05,6.28792e-05,6.28792e-05
488,76283.4,0.48353,0.13136,0.00817,0.25879,0.84223,0.87901,0.86346,0.89059,0.60734,0.30989,0.24515,0.26883,0.26679,1.25354,0.29332,0.19218,0.60346,1.20997,5.95786e-05,5.95786e-05,5.95786e-05
489,76441.7,0.48063,0.12831,0.01021,0.25796,0.83996,0.88009,0.86339,0.89074,0.60723,0.3097,0.24563,0.26861,0.26645,1.25374,0.29461,0.19303,0.60331,1.21033,5.62779e-05,5.62779e-05,5.62779e-05
490,76598.2,0.49546,0.17976,0.00911,0.26407,0.84907,0.89302,0.85311,0.89104,0.60726,0.30817,0.24563,0.2681,0.2657,1.25392,0.29449,0.19294,0.60309,1.21065,5.29773e-05,5.29773e-05,5.29773e-05
491,76754.9,0.48593,0.16243,0.00918,0.25999,0.84373,0.89219,0.85271,0.89067,0.60741,0.30785,0.24577,0.26827,0.26628,1.25414,0.29416,0.19307,0.60317,1.21106,4.96766e-05,4.96766e-05,4.96766e-05
492,76913.6,0.48114,0.16275,0.01255,0.25906,0.84001,0.89225,0.85281,0.89068,0.60788,0.30793,0.24642,0.26842,0.26625,1.25466,0.29432,0.19319,0.60304,1.21154,4.63759e-05,4.63759e-05,4.63759e-05
493,77070.8,0.48501,0.15504,0.0066,0.25997,0.84414,0.89261,0.85206,0.89094,0.60776,0.3077,0.24684,0.268,0.26599,1.25512,0.29493,0.19287,0.60308,1.21182,4.30753e-05,4.30753e-05,4.30753e-05
494,77228.9,0.48407,0.15195,0.00776,0.25869,0.84488,0.89124,0.85215,0.89066,0.60762,0.30738,0.24684,0.26801,0.266,1.25516,0.29534,0.19317,0.60319,1.21182,3.97746e-05,3.97746e-05,3.97746e-05
495,77386.4,0.47724,0.14882,0.01134,0.25556,0.84093,0.88926,0.8534,0.89091,0.60747,0.30649,0.24623,0.26773,0.26558,1.25513,0.29486,0.19344,0.60388,1.21167,3.6474e-05,3.6474e-05,3.6474e-05
496,77544.7,0.47998,0.14505,0.00781,0.25863,0.83996,0.90171,0.84229,0.8908,0.60744,0.30559,0.24653,0.26754,0.2654,1.25534,0.295,0.19385,0.60422,1.21153,3.31733e-05,3.31733e-05,3.31733e-05
497,77703.5,0.47435,0.13477,0.0069,0.25613,0.84182,0.8885,0.85452,0.89053,0.60704,0.30572,0.24653,0.26756,0.26543,1.25521,0.2956,0.19452,0.60471,1.21115,2.98726e-05,2.98726e-05,2.98726e-05
498,77861.2,0.48965,0.15572,0.0098,0.26091,0.84502,0.88947,0.85532,0.89048,0.60709,0.30601,0.24623,0.26725,0.26529,1.25508,0.29605,0.19478,0.60526,1.21117,2.6572e-05,2.6572e-05,2.6572e-05
499,78019.8,0.49607,0.12693,0.00999,0.26555,0.84563,0.88965,0.85544,0.89111,0.60692,0.30597,0.24684,0.26741,0.26506,1.25513,0.29697,0.19508,0.60491,1.21114,2.32713e-05,2.32713e-05,2.32713e-05
500,78176.8,0.48177,0.13917,0.00818,0.25971,0.84181,0.88931,0.85491,0.89088,0.60718,0.3065,0.24684,0.26737,0.2651,1.25487,0.29784,0.19523,0.60483,1.21106,1.99707e-05,1.99707e-05,1.99707e-05
